compute_delay_ms_ci95,compute_delay_ms_mean,compute_delay_ms_std,epoch,is_warmup,kl_sum_ci95,kl_sum_mean,kl_sum_std,max_bandwidth_share_ci95,max_bandwidth_share_mean,max_bandwidth_share_std,mean_l1_ci95,mean_l1_mean,mean_l1_std,mean_l2_ci95,mean_l2_mean,mean_l2_std,min_bandwidth_share_ci95,min_bandwidth_share_mean,min_bandwidth_share_std,reward_ci95,reward_mean,reward_std,seed_count,smashed_data_bytes_total_ci95,smashed_data_bytes_total_mean,smashed_data_bytes_total_std,test_accuracy_ci95,test_accuracy_mean,test_accuracy_std,total_delay_ms_ci95,total_delay_ms_mean,total_delay_ms_std,train_accuracy_ci95,train_accuracy_mean,train_accuracy_std,train_loss_ci95,train_loss_mean,train_loss_std,tx_delay_ms_ci95,tx_delay_ms_mean,tx_delay_ms_std
23.413611884247423,232.85963335850587,20.690594577660722,11,False,0.06072622410003657,1.4159620690305232,0.05366372729238621,0.14831254821082135,0.5747888386249542,0.1310637086230363,0.9242094786864218,3.0555555555555554,0.8167233540416469,0.687640014923111,5.088888888888889,0.6076670628389026,0.0005691596107214268,0.01035470815582408,0.0005029660017273649,0.1227145237444611,-1.7010144927092934,0.10844274997552245,3,546136.3819624538,4613006.222222222,482620.38848000666,,,,248.20861428918852,1986.0668634061567,219.34180144139845,0.0061249999999999985,0.01875,0.00541265877365274,0.003633322686557445,4.5403500093354126,0.0032107650476582376,286.58779793478396,1794.6696522797945,253.25746267975958
60.057472928279594,240.17183331307024,53.072752288761556,12,False,0.09032089559627646,1.2651145901644718,0.07981652048871167,0.14775973651897398,0.5108219418260785,0.13057518926727213,1.7733851844271395,2.3111111111111113,1.567139408580464,0.39200000000000035,4.6,0.3464101615137758,0.002791718135673913,0.01154433780660232,0.002467039618060552,0.38563780952311816,-1.302215478289366,0.34078789766000495,3,752000.0851414934,3946723.5555555555,664542.0177353,,,,721.5569548157617,1339.3163155019593,637.6394419875407,0.0020698289165598117,0.02899305555555556,0.0018291065543147122,0.02406784616660814,4.417876405186124,0.021268741014957723,696.8848201007887,1153.2078529647015,615.836691550032
33.33151423318952,238.71049999595724,29.455038849535427,13,False,0.14269053842208024,1.3180978157832342,0.12609554199306225,0.05891567116010454,0.3265170802672704,0.0520637427608783,2.077810005691831,2.988888888888889,1.836159437925117,1.4044556258345335,4.9111111111111105,1.241116582102733,0.006436000316373486,0.020689489630361397,0.005687489564024616,0.33838540198584227,-1.1065411805981482,0.2990309738668864,3,2412016.071111111,4405475.555555556,2131497.1346107707,,,,566.690128833714,894.9845098158439,500.78372208558443,0.004942820231044192,0.024305555555555556,0.004367967231044835,0.02395351426509538,4.425604454676311,0.021167705983148506,524.4759332192494,728.4815381662739,463.47906310349055
17.18370096399252,211.95453332944047,15.185226087604764,14,False,0.037032486931265665,1.320115393629204,0.032725586171215605,0.07836339145551742,0.30791808664798737,0.06924968135426786,0.7951126017003601,2.4222222222222225,0.7026405223894387,0.4468426408468786,4.788888888888889,0.3948745698648193,0.00024215272045255087,0.01617432716819975,0.00021399021174226598,0.14705067410088804,-1.4196561292212937,0.12994859123979127,3,2274826.5281591816,5934648.888888889,2010262.818967967,,,,268.13339689939306,1519.1968122453982,236.94931971213268,0.001020833333333331,0.02395833333333333,0.0009021097956087882,0.010882110488574036,4.43107467227512,0.009616514418259392,279.27288770283565,1358.6947867009724,246.79328095805556
18.48313752866568,193.6421777871955,16.333537389251024,15,False,0.03558184378496903,1.2515197204221946,0.03144365370538022,0.02731116455691462,0.3325545324219598,0.024134859503291053,1.5704178888687599,2.8888888888888893,1.387777332977422,0.24250707002548513,4.977777777777778,0.21430335024428765,0.0059843376369787355,0.019281634129583836,0.005288355529027472,0.08521966587337029,-0.9579832771914673,0.07530856688608209,3,1717495.3935157324,3708245.3333333335,1517749.6343544647,,,,145.9245333434701,664.4467842902027,128.9534213375862,0.004449709338197768,0.030208333333333334,0.003932205435036846,0.006619989995876111,4.407987938986884,0.005850081131864851,169.10868052726832,507.80068442449283,149.44123809906242
37.38532850765054,204.51328888561366,33.03739205760402,16,False,0.2260702507344773,1.2882165463927755,0.19977814303670918,0.10904255754166747,0.3753732095162074,0.09636084175990862,0.7019744992026875,2.644444444444444,0.6203344378759046,0.41549351883937985,5.222222222222221,0.3671713698190726,0.005103540172552958,0.019320711493492126,0.004509995345576816,0.34733434349209513,-1.342907108546646,0.3069391480315761,3,1421221.443673436,6801180.444444444,1255932.5251269287,,,,777.242771719453,1397.5976599385674,686.8489645070158,0.0027008711300451015,0.03229166666666667,0.0023867581744561653,0.03206998181222161,4.372970875104269,0.028340223416621242,793.4563841850459,1215.7776043975541,701.1769239787704
41.217806680734085,205.8282110762472,36.42415068754252,17,False,0.10368579550907694,1.2638508238219834,0.09162707441067254,0.04952046001883128,0.31141388416290283,0.043761200391223984,0.40684246352053355,1.9777777777777779,0.3595264374969651,0.6644899278375339,4.888888888888889,0.5872093449655029,0.0006478640866264685,0.017498205415904522,0.0005725170992021673,0.14540373511175916,-1.1460246969443924,0.12849319225706815,3,1528355.2616376833,6094848.0,1350606.6148835164,,,,304.70329379151303,1028.1985365391888,269.2661153471872,0.003789172969148212,0.036284722222222225,0.0033484898475670006,0.017328263145544583,4.372865686151717,0.015312975599493118,300.8406120666165,845.7154810073656,265.8526658568869
19.633921260875056,208.8914333467579,17.350484273286934,18,False,0.15476146521244077,1.3347114803079119,0.13676261265395445,0.06628264146033416,0.38126055896282196,0.058573929933250064,1.0482782591668949,2.422222222222222,0.9263628598708761,0.21448623657244814,4.655555555555556,0.1895413567692439,0.0009797674190273834,0.017946228591932192,0.0008658198721204357,0.046944962992793306,-1.150739579477789,0.04148523523620342,3,600496.933632102,4627569.777777777,530658.7749184269,,,,121.60066654862648,966.7676658161105,107.45843504921542,0.003585048846456837,0.0375,0.0031681054845303243,0.02930336034352568,4.354635014798905,0.025895361707900747,142.7526388018742,790.6543993129184,126.15042006090533
23.975442503416833,199.40930002162023,21.1870839540124,19,False,0.03366636237094713,1.1837788043946602,0.029750943945155837,0.03377125972677471,0.33182931939760846,0.029843641674682876,0.45733333333333287,3.0,0.4041451884327376,0.7375564594417141,4.855555555555555,0.6517781944916646,0.00835161387055985,0.020868819103472765,0.0073803160964319514,0.22672431989432568,-1.080638408307442,0.20035614355534248,3,2288252.157821148,4704028.444444445,2022127.0397323193,,,,425.11029026862633,977.4979886267188,375.6697048804153,0.007796743369890146,0.04114583333333333,0.006889977372564039,0.026066102989457322,4.3238586544990545,0.02303459935360361,425.4820104091525,787.4167997317036,375.99819374245
17.146562420489396,196.92672223189018,15.152406779305519,20,False,0.03320999926611283,1.177820007493005,0.02934765614705742,0.04000124072223003,0.3467772603034973,0.03534907209015081,0.8324126469575139,2.9666666666666663,0.7356025496904636,0.5347763810956669,4.8,0.472581562625261,0.005548589305108074,0.020437173545360565,0.004903284993255344,0.22837481400057605,-1.1761659741456072,0.201814684192903,3,3648657.598335773,5754424.888888888,3224316.4998672428,0.0017681351993932286,0.021093750000000005,0.0015624999999999997,470.7198648494539,1174.5119093402025,415.97485818939253,0.0063569134925083376,0.04409722222222221,0.005617600585890081,0.003119897689503075,4.29021872414483,0.0027570516901204464,481.5663324739773,993.4729648885468,425.55987503037494
18.407964629097844,201.93165555570485,16.26710714363686,21,False,0.015470905254258555,1.23992777770101,0.013671629560949038,0.0306745339478432,0.3056957572698593,0.02710706698783712,0.15244444444444444,2.777777777777778,0.13471506281091267,0.4154935188393804,4.955555555555556,0.36717136981907317,0.0027494075514971155,0.01651312369439337,0.0024296497805645655,0.4261689005483301,-1.284112008094497,0.3766051981405489,3,2603655.4979626588,4445525.333333333,2300848.7795292703,,,,859.5970279841721,1328.2961904731312,759.6253706652001,0.002657654403607126,0.03211805555555556,0.002348567579595258,0.02418008548809253,4.4923227681054,0.021367926835068957,853.7418006337991,1149.0656015838645,754.4511098178975
7.825741887399234,186.80152222643503,6.915603344844609,22,False,0.03309217996250253,1.1860889934223469,0.029243539300136286,0.06344707156164602,0.36525088383091814,0.05606813853889252,0.1860694148980259,2.9444444444444446,0.1644294287438746,0.5496462611040659,5.344444444444444,0.48572206654209765,0.00911022962128285,0.021694873770078022,0.00805070437381677,0.0029081490181466886,-0.9273961280259773,0.0025699295180671477,3,1755371.3216667087,4341760.0,1551220.569018403,,,,38.899427958011934,668.7032584903965,34.375400820735685,0.007729625248450373,0.04583333333333334,0.006830665129481251,0.03506312983113414,4.309294895331065,0.0309852664999532,47.776970401934065,495.12611992093207,42.220479677481755
17.559332292130225,196.5577333402406,15.517171263752255,23,False,0.1384461106957853,1.3341335202303999,0.12234474379357403,0.06405322401949481,0.35430795616573757,0.056603795097120504,0.2676098136199027,2.888888888888889,0.23648662948658633,0.6862592102869757,5.3,0.6064468466220083,0.008854112905533137,0.01992468039194743,0.007824374187925861,0.07024541577282382,-1.0333594129251527,0.06207583118231176,3,655234.2680457198,3293184.0,579030.1240384649,,,,180.3145513624491,732.5852491196691,159.34385933864783,0.0070314926227001305,0.049652777777777775,0.006213725752837941,0.022974049287015505,4.259990391466353,0.020302153377909384,196.40081585489375,543.159249103083,173.55928148400767
31.91146040190705,201.67887779340768,28.200138142768036,24,False,0.08000101632628011,1.2713328708500902,0.07069684945625734,0.015217248380842976,0.3596927556726668,0.013447473136232279,0.11523716821525759,2.3888888888888893,0.10183501544346299,0.6035234813928887,4.633333333333334,0.5333333333333332,0.002870198064788914,0.016434979314605396,0.0025363922836736056,0.12311872757958085,-1.278360302911775,0.10879994465870695,3,1042041.7135789145,4618467.555555555,920851.6283289875,,,,269.07919937275574,1285.3877047572162,237.78512478243294,0.006190811559266334,0.044097222222222225,0.005470816408537752,0.00045444270682187127,4.256641884644826,0.0004015907435431677,307.23734339886613,1120.3415717401456,271.5054534435319
44.1056167056969,209.49277782347053,38.97610664970698,25,False,0.14778868529720088,1.2502920813335032,0.1306007712849793,0.13120040283026446,0.3348983261320326,0.1159417161609804,1.6333333333333335,2.1666666666666665,1.4433756729740645,0.47463566274109537,5.555555555555556,0.4194352464039304,0.008923794303193134,0.022530437136689823,0.007885951596645008,0.24620257095555845,-1.0608868176997392,0.21756906216791266,3,2151150.3911216683,3886648.8888888885,1900970.2919104039,,,,443.40298572529264,871.4815420622627,391.83494872650226,0.008314205478064727,0.049479166666666664,0.00734725832274265,0.00737601146882414,4.227421438031726,0.00651817684755824,454.15832360010427,693.4340642642438,401.33943426310617
13.999903639282126,182.01107776904894,12.371706328727075,26,False,0.047904164390986964,1.2186885679906803,0.04233288092822512,0.17507683702377516,0.3380046023262872,0.15471529436409923,1.1127996946862573,2.6888888888888887,0.9833804131855776,0.4716284371367462,4.811111111111111,0.4167777629669126,0.014908922539732338,0.022683026372558545,0.013175005778023078,0.049056117372126354,-1.1257505096626081,0.043350861076829124,3,1401207.465615299,4684003.555555556,1238246.1848931217,,,,59.54871810837949,1032.812415323396,52.62316596393373,0.007848549543595398,0.05555555555555556,0.0069357584567493625,0.03999069806118806,4.182749356163872,0.03533975554700199,54.15928999470457,866.1066819642257,47.86053161871688
11.935937587209768,217.1463111234415,10.547780784193058,27,False,0.1539729552503634,1.2965368799785262,0.1360658068801829,0.05146483430422503,0.3013399922185474,0.04547944276430174,0.905547130158487,3.4444444444444446,0.8002314480013707,0.2720043572635754,5.133333333333334,0.24037008503093324,0.007641530415749037,0.01961219735029671,0.006752815779418499,0.19326917094746443,-0.9762895812229186,0.17079184878455264,3,1698682.923670054,2750691.5555555555,1501125.0661970298,,,,369.4557197886866,656.0422470770534,326.4877948065997,0.004577969293795916,0.057465277777777775,0.004045548679767723,0.02885374950623237,4.158221669991811,0.025498040884520342,371.84180219149636,443.49178774232297,328.5963743743102
9.949964781434353,182.62886667960427,8.792777823961867,28,False,0.07994042585992232,1.222796694409003,0.07064330569799919,0.08026596274329255,0.36504167318344116,0.07093098244378228,1.4148853114102378,2.6333333333333337,1.250333288900737,0.5240260100980286,5.1,0.46308146631499336,0.009688214957570706,0.022761884455879528,0.008561469663857764,0.20103299359228946,-0.9771418817790308,0.17765273413240504,3,1931124.3406068212,3708245.3333333335,1706533.4049305918,,,,352.4607297077998,731.4869956780558,311.46933241158695,0.0066245013497406744,0.052256944444444446,0.005854067812530333,0.02338662166127266,4.151167885462443,0.020666743334038323,341.9780077809748,577.4352076887453,302.2057574223639
3.2493084859645824,205.81208888648283,2.871411932222123,29,False,0.08384357294764906,1.2734073330570952,0.0740925144048141,0.09081008161174757,0.3450990352365706,0.08024881387297093,0.7640866087551935,2.611111111111111,0.6752228712994887,0.8620809735391873,4.522222222222223,0.7618204318409761,0.004872406061957835,0.019044441170990467,0.004305742272662021,0.07313169655993082,-1.277979336365138,0.0646264357579134,3,3471335.28987579,6138538.666666667,3067616.883761074,,,,79.86330510618,1282.551310698701,70.57515413483607,0.010695770119855327,0.060763888888888895,0.009451845547789025,0.05522217139320804,4.11622725394037,0.04879979926393518,113.44733222946986,1123.9513890661567,100.25333847172857
20.62955675795127,210.20274445699116,18.230326756325248,30,False,0.06609488319600608,1.2394957646153901,0.058408008069292326,0.042244420245712476,0.31040214333269334,0.03733136847033945,0.294604317184429,2.566666666666667,0.260341655863555,0.5658032638058332,5.1000000000000005,0.5,0.011480998620339054,0.02319141715351078,0.010145751495946645,0.1450701860316259,-0.9496378698881222,0.12819843513788004,3,983125.0016412471,3296824.8888888885,868786.96583361,0.009356092043868178,0.039843750000000004,0.00826797284707685,265.1266425586929,659.7799443237294,234.29225273051483,0.010382655122461462,0.06163194444444444,0.009175146015085976,0.01895440523987226,4.1236087501049035,0.016749996378932912,231.8210171119696,498.96833297840635,204.86009178582933
28.12582627403122,233.98671114248123,24.854775567080466,31,False,0.1316734309320189,1.2838890222763686,0.11635973080671842,0.09505845084323648,0.4013388355573018,0.0840030951782011,0.8186243202945891,2.6,0.7234178138070236,0.30875328758183695,5.066666666666666,0.2728450923957482,0.011447268500169923,0.018028045383592445,0.010115944209274022,0.20357064849823892,-1.0884773972022623,0.1798952582289259,3,3280536.2723255665,4742257.777777778,2899007.908030863,,,,278.23412456802123,893.0657632288513,245.87532660778612,0.003281520050615658,0.04895833333333333,0.002899877272307303,0.029805023210992963,4.280222478177812,0.02633868087867831,275.42178429074465,691.6135748040952,243.39006321573746
43.58144194155325,219.137088880719,38.51289372953237,32,False,0.3483441770787077,1.3896591676759542,0.3078315373576998,0.00561284409571658,0.3845397929350535,0.0049600669126245445,0.7628441906833001,2.8333333333333335,0.6741249472052228,1.056390593681974,5.077777777777778,0.9335317249464433,0.013009543044710657,0.02125459723174572,0.011496525273823043,0.7857807730306328,-1.349292415841249,0.6943939910713286,3,2208774.355459396,5120910.222222223,1951892.5541382006,,,,1225.7986504122875,1308.9256310998132,1083.2375216140013,0.009702392972774703,0.06770833333333333,0.008573998767267868,0.025636975590571213,4.082312266694175,0.022655379732281867,1162.9264504794417,1125.9892806309354,1027.677396783737
23.860843027010077,216.65762223872457,21.085812466432152,33,False,0.15404007872725364,1.372342193459766,0.13612512385587403,0.07273821014451143,0.3981494704882304,0.06427871205199782,1.6096415059813094,3.1999999999999997,1.4224392195567912,0.9845867968309479,5.111111111111111,0.870078753353417,0.005924503753753073,0.017239401323927775,0.005235480362822885,0.26155550095290886,-1.1876633146358602,0.23113643706610612,3,2826729.884698141,4494677.333333333,2497979.479372701,,,,392.0169041663165,1002.9844109766855,346.4250997152651,0.012599471118015388,0.06979166666666668,0.011134144961683315,0.05135759376333275,4.092948342031902,0.04538467436355858,384.08917422587456,794.641910958626,339.4193695899945
23.264610232675267,191.0596000056507,20.55892190881651,34,False,0.14073064485452405,1.316484365171336,0.1243635852397792,0.09141405784402766,0.41137251257896423,0.08078254730198783,1.57041788886876,3.055555555555556,1.3877773329774221,1.4813692031527397,4.622222222222222,1.3090850635859015,0.006675463756355053,0.018236987189286288,0.0058991032602507855,0.1281017451101991,-0.9254796850531183,0.11320343421892999,3,1058911.8956770038,2111715.5555555555,935759.7979855331,,,,191.14277618749122,534.4749836179614,168.9127550288272,0.0032815200506156636,0.07239583333333333,0.0028998772723073077,0.03730536690524919,4.059182918071746,0.03296673003820925,189.06826077682638,344.4422613835459,167.07950702252307
29.77804995876028,211.86481112252093,26.314844632090363,35,False,0.15527215004580866,1.3370858336914992,0.13721390453050958,0.022866409401310073,0.3992097344663408,0.020207032076397794,1.0570638113352324,2.577777777777778,0.9341266469770533,0.7584797009743394,4.888888888888888,0.6702680503046964,0.01332508008585747,0.021689697893129453,0.011775365165117038,0.23879864569287484,-1.367841268578774,0.2110262179177031,3,1765903.2427784002,4871509.333333333,1560527.6212973609,,,,331.57258528222764,1398.5966734567655,293.0104918907055,0.008748514534401943,0.06493055555555556,0.007731056971601502,0.02609129648175576,4.071743261814118,0.023056862827420442,278.6315929875281,1216.4760461229187,246.22656920829118
3.7049158403856155,191.32684444129052,3.274031874140118,36,False,0.04726632354731137,1.2172539583476019,0.04176922136272066,0.09196753939839804,0.35660000311003787,0.08127165861485604,1.0480520201960575,2.9333333333333336,0.9261629326299871,0.9177725046929495,4.8,0.8110350040397624,0.01042994874549265,0.017967971766160593,0.00921693936098599,0.09690806446147819,-0.915625830577295,0.0856375976073674,3,2438525.364843092,3265877.3333333335,2154923.3813539124,,,,147.1885413156381,613.9976734185867,130.07042441358982,0.011198189596157107,0.07552083333333333,0.009895833333333326,0.05925212503618436,4.023200870884789,0.05236106684647714,150.7150855791385,439.3554438081481,133.18682943375475
66.92302998333196,252.44003335117466,59.139840881421584,37,False,0.2769676153107501,1.4481168658161385,0.2447561131476586,0.08234602338760354,0.32663240697648793,0.07276913076968589,1.2282743892586223,3.711111111111111,1.0854253305263093,0.5798780629591312,5.311111111111111,0.5124378914488977,0.017133351942739305,0.02321185337172614,0.015140732688154798,0.2126190837190321,-1.0943057929455404,0.18789135492862463,3,2273891.715827985,3020117.3333333335,2009436.7258796128,,,,379.01561580950147,740.4946459830571,334.93586910411346,0.006831028715933007,0.07413194444444444,0.006036575920386711,0.02991598702760122,4.011089466677771,0.026436739535906504,416.6036457212298,503.49904596140595,368.15238826918085
20.93000327082103,204.183044422987,18.495831156961636,38,False,0.07500159292291018,1.3119112842467455,0.06627886203626468,0.14181495200540636,0.35967470705509186,0.1253217868093396,0.8386565388306807,2.4222222222222225,0.741120273140102,0.3852882198376676,4.655555555555555,0.34047896546765677,0.011841800303318762,0.023932845642169315,0.01046459172369012,0.47728559623076355,-1.0952885504902319,0.42177699101657506,3,2864467.8438889184,3011015.1111111105,2531328.49095045,,,,880.7179864801458,878.6657709954314,778.2899488384551,0.0034534422686772165,0.07829861111111111,0.003051804831813708,0.023775588411189964,4.012964724169837,0.021010473014299397,836.7766142554361,696.8820051927538,739.458984936673
39.083318099873786,204.353899992485,34.537904427223324,39,False,0.22411348959831892,1.3227964886573387,0.19804895441114664,0.1442010424518476,0.37841364575756925,0.12743037348520234,0.7544043517411112,3.1333333333333333,0.6666666666666667,0.6209531502575819,4.633333333333334,0.5487359211051444,0.009234793998718294,0.01785679968694846,0.008160781838373592,0.025104154750499943,-1.1378426245031459,0.022184526280070147,3,3794812.632383309,4403655.111111111,3353473.614536779,,,,271.3642591182947,952.8887433781861,239.80443068937367,0.0027008711300451,0.07447916666666667,0.0023867581744561645,0.009295884875038893,3.9837490439414975,0.008214767808611441,318.9178422628995,755.9251211498919,281.82750318345865
23.428863705845423,219.60906666936353,20.70407260312792,40,False,0.27542128957702516,1.3922015661454683,0.2433896260375245,0.10785320646271379,0.37408388157685596,0.0953098129350185,0.5712257558947523,3.255555555555556,0.5047918529600245,0.23556268333031427,5.133333333333333,0.20816659994661352,0.013379838054306105,0.01994786463263962,0.011823754748521266,0.14643617596905942,-1.0311736171251087,0.1294055596145447,3,1406526.2098132146,2546801.7777777775,1242946.355904985,0.005521000390554236,0.046093749999999996,0.00487890468624875,391.1973351724906,670.1456519618238,345.70084709403324,0.003924274771797705,0.0798611111111111,0.003467879228374687,0.02118712636891499,3.95997831887669,0.018723050682317888,374.60620713165497,471.9793696056874,331.0392773381107
